id,recency,history_segment,history,mens,womens,region,newbie,channel,treatment,conversion
15354,2,7,2382.58,1,0,0,1,0,2,0
15355,6,1,52.58,0,1,1,0,1,0,0
15356,1,3,232.68,0,1,1,1,2,0,0
15357,4,1,31.78,0,1,0,0,0,1,0
15358,10,1,29.99,1,0,1,1,1,0,0
15359,4,1,98.01,1,0,0,0,1,2,0
15360,9,3,238.5,1,0,2,1,0,1,0
15361,1,4,487.46,1,1,2,0,2,2,0
15362,4,4,380.96,1,0,1,1,2,2,0
15363,5,2,103.34,1,0,1,1,0,0,0
15364,10,3,242.56,1,1,0,0,0,2,0
15365,1,3,308.86,0,1,0,1,1,2,0
15366,10,1,71.14,1,0,1,0,0,2,0
15367,2,4,435.02,1,0,1,0,2,1,0
15368,7,3,319.43,1,0,0,0,0,1,0
15369,4,3,261.88,1,0,2,0,0,0,0
15370,5,2,159.93,1,0,0,0,0,0,0
15371,10,1,43.53,1,0,2,0,0,1,0
15372,1,4,352.3,1,0,0,1,0,0,0
15373,2,5,602.05,0,1,1,1,2,2,0
15374,1,4,396.28,1,1,1,0,1,1,0
15375,5,3,207.69,1,0,1,1,1,2,0
15376,6,7,1584.18,0,1,1,1,0,2,0
15377,6,1,91.94,1,0,2,0,0,0,0
15378,7,1,29.99,1,0,1,1,0,2,0
15379,4,4,362.25,0,1,1,0,2,1,0
15380,9,1,29.99,1,0,1,0,0,2,0
15381,1,4,366.59,1,1,1,0,1,1,0
15382,10,5,528.77,1,0,1,1,1,1,1
15383,5,1,47.29,1,0,1,0,0,2,0
15384,3,3,327.32,1,1,2,0,1,2,0
15385,4,4,356.87,0,1,0,0,0,0,0
15386,10,2,158.42,0,1,0,0,1,2,0
15387,3,2,125.06,1,0,0,0,1,1,0
15388,9,3,239.15,0,1,1,0,0,2,0
15389,12,4,411.31,1,1,2,1,1,0,0
15390,4,2,182.69,0,1,0,0,1,1,0
15391,12,1,29.99,1,0,1,0,1,1,0
15392,6,6,853.43,1,1,1,1,2,2,0
15393,5,6,792.98,1,0,1,1,1,2,0
15394,3,1,59.12,0,1,0,0,1,2,0
15395,7,1,44.68,0,1,1,1,0,2,0
15396,2,2,165.4,0,1,1,0,0,1,0
15397,10,5,637.49,0,1,1,1,2,0,0
15398,11,2,180.27,0,1,1,0,0,2,0
15399,4,2,137.28,1,0,0,1,0,0,0
15400,12,2,190.3,0,1,0,0,1,2,0
15401,6,1,29.99,0,1,0,0,0,0,0
15402,2,6,823.44,1,0,1,1,0,1,0
15403,4,1,86.57,1,0,1,1,0,2,0
15404,5,1,53.81,0,1,0,0,0,1,0
15405,5,3,222.01,1,1,2,1,1,2,0
15406,9,1,81.45,1,0,0,0,1,0,0
15407,2,6,954.99,1,0,1,1,1,2,0
15408,2,1,31.5,1,0,2,1,1,1,0
15409,9,4,479.08,1,0,0,0,2,1,0
15410,1,2,135.55,1,0,0,1,0,2,0
15411,1,2,129.5,1,0,0,0,1,2,0
15412,7,2,149.32,0,1,2,1,1,0,0
15413,11,3,207.3,1,0,1,0,0,0,0
15414,3,3,246.99,1,0,2,1,1,1,0
15415,7,1,44.8,0,1,0,0,0,1,0
15416,10,1,97.74,0,1,2,1,0,1,0
15417,1,2,143.52,1,0,1,1,1,1,0
15418,1,1,55.87,0,1,1,0,1,2,0
15419,2,3,323.61,1,0,0,0,0,0,0
15420,6,2,115.77,1,0,1,1,0,1,0
15421,1,4,474.94,1,0,1,0,2,0,0
15422,5,3,264.89,1,1,1,0,0,1,0
15423,2,1,49.6,1,0,2,1,0,1,1
15424,6,1,29.99,0,1,0,0,0,1,0
15425,6,2,106.84,1,0,1,1,0,0,0
15426,10,3,308.59,0,1,1,0,2,2,0
15427,1,6,974.48,0,1,1,1,0,1,0
15428,3,3,229.16,0,1,1,1,1,1,0
15429,8,3,205.67,0,1,0,0,1,0,0
15430,4,2,149.92,0,1,1,1,0,1,0
15431,9,2,173.91,1,0,1,1,1,1,0
15432,1,1,68.54,1,0,1,0,1,2,0
15433,9,1,45.47,0,1,0,0,1,1,0
15434,11,3,257.47,0,1,1,1,0,0,0
15435,1,2,131.51,1,0,2,0,0,2,0
15436,3,2,167.13,0,1,1,0,1,1,0
15437,10,3,237.85,1,0,0,0,0,2,0
15438,7,2,125.24,1,0,0,0,0,1,0
15439,1,5,659.26,0,1,1,1,2,2,0
15440,2,3,225.28,1,1,0,0,2,0,0
15441,6,3,270.97,1,0,1,1,2,2,0
15442,9,4,439.3,0,1,1,0,0,1,0
15443,3,2,168.42,0,1,0,1,0,2,0
15444,2,1,84.26,0,1,0,1,1,1,0
15445,4,2,127.61,1,0,1,0,1,0,0
15446,9,1,29.99,1,0,1,1,1,2,0
15447,1,3,320.97,0,1,0,0,0,0,0
15448,10,2,168.63,1,0,1,0,1,0,0
15449,10,1,29.99,1,0,0,0,0,0,0
15450,10,3,294.84,1,0,0,0,0,2,0
15451,6,5,647.77,0,1,1,1,1,0,0
15452,11,4,364.59,1,1,1,1,1,1,0
15453,1,1,29.99,1,0,1,0,0,1,0
15454,9,3,266.74,1,0,0,0,2,2,1
15455,2,3,314.34,1,0,0,1,0,2,0
15456,3,2,177.63,1,0,1,1,0,0,0
15457,9,1,94.0,0,1,0,1,1,0,0
15458,10,1,39.76,0,1,1,0,1,1,0
15459,5,2,141.07,0,1,1,0,1,1,0
15460,6,5,554.32,0,1,1,1,0,1,0
15461,2,2,178.53,1,0,1,0,0,1,0
15462,11,1,29.99,0,1,1,0,1,0,0
15463,6,3,341.46,1,1,1,0,1,1,0
15464,3,2,144.07,1,0,0,0,0,1,0
15465,10,1,53.64,0,1,1,1,0,1,0
15466,7,4,362.01,1,0,2,0,0,2,0
15467,6,3,215.58,0,1,1,0,0,2,0
15468,7,5,515.14,1,0,0,1,1,1,0
15469,1,3,222.35,0,1,1,1,0,2,0
15470,3,4,456.24,0,1,1,0,2,1,0
15471,10,2,111.62,1,0,2,1,0,0,0
15472,4,4,353.47,1,1,0,0,2,1,0
15473,5,7,1117.37,0,1,1,1,0,2,0
15474,1,4,436.84,1,0,1,0,1,0,0
15475,3,2,112.49,1,0,1,0,0,0,0
15476,1,4,491.54,0,1,2,0,2,0,0
15477,2,6,952.79,1,1,1,1,2,0,0
15478,2,2,179.66,1,0,1,0,1,2,0
15479,3,4,425.63,0,1,0,1,0,2,0
15480,9,1,29.99,0,1,0,1,1,0,0
15481,2,2,155.26,1,0,0,0,1,1,0
15482,10,2,175.25,0,1,2,0,0,1,0
15483,8,2,137.57,1,0,2,0,1,0,0
15484,9,2,103.23,1,0,2,1,0,1,0
15485,3,3,293.86,1,0,0,1,1,0,0
15486,4,1,45.58,1,0,2,1,1,0,0
15487,10,5,672.72,1,1,2,1,2,1,0
15488,8,1,29.99,1,0,0,1,0,2,0
15489,3,5,619.46,0,1,1,1,2,2,0
15490,1,1,29.99,0,1,2,1,1,1,0
15491,3,2,146.86,0,1,1,0,0,2,0
15492,1,5,675.22,1,0,0,1,1,1,0
15493,10,1,29.99,0,1,1,0,0,0,0
15494,7,2,153.75,0,1,2,0,1,1,0
15495,2,2,123.1,1,0,0,1,1,2,0
15496,7,1,29.99,0,1,2,1,1,0,0
15497,10,3,218.61,0,1,1,0,2,0,0
15498,9,1,29.99,1,0,1,1,0,0,0
15499,7,2,191.81,1,0,1,0,0,1,0
15500,1,7,1037.99,1,1,1,1,2,0,0
15501,10,3,227.69,0,1,0,1,0,0,0
15502,2,4,494.5,1,0,0,0,0,1,0
15503,5,2,188.51,0,1,0,0,1,1,0
15504,9,1,33.92,1,0,1,1,1,1,0
15505,9,1,29.99,0,1,1,1,0,2,0
15506,10,2,107.23,1,0,1,1,1,1,0
15507,1,1,29.99,1,0,0,1,0,2,0
15508,12,1,42.29,1,0,0,0,1,1,0
15509,9,6,951.45,1,0,1,1,1,2,0
15510,3,1,29.99,0,1,1,1,0,0,0
15511,3,2,125.94,1,0,0,0,1,1,0
15512,5,4,468.44,1,0,0,0,1,2,0
15513,7,1,40.69,0,1,1,1,1,2,0
15514,12,2,166.29,1,0,2,0,1,1,0
15515,10,2,156.91,0,1,1,0,1,1,0
15516,2,4,378.44,0,1,2,0,2,2,0
15517,3,1,54.01,0,1,1,0,0,1,0
15518,1,5,595.82,0,1,1,1,1,1,0
15519,1,1,74.21,0,1,0,0,0,0,0
15520,1,3,294.59,1,0,1,1,1,2,0
15521,1,3,303.67,0,1,0,0,1,2,0
15522,1,1,69.29,1,0,2,0,1,2,0
15523,7,1,45.0,0,1,1,0,0,1,0
15524,8,4,451.2,1,1,1,1,1,1,0
15525,12,1,29.99,1,0,0,1,0,0,0
15526,11,1,93.93,1,0,1,1,0,0,0
15527,10,3,214.74,1,1,1,0,2,2,0
15528,2,4,397.91,0,1,0,1,0,0,0
15529,8,1,29.99,1,0,1,1,0,2,0
15530,12,1,33.74,1,0,0,1,0,0,0
15531,2,3,260.24,0,1,0,1,0,0,0
15532,9,3,326.26,0,1,1,0,1,1,0
15533,8,1,29.99,0,1,1,1,0,1,0
15534,10,3,235.67,1,0,0,1,1,1,0
15535,6,1,29.99,0,1,0,1,1,2,0
15536,7,3,241.33,1,0,1,0,2,0,0
15537,5,2,154.18,1,0,1,1,1,1,0
15538,5,2,124.21,1,0,1,1,1,1,0
15539,9,1,29.99,1,0,2,0,1,0,0
15540,2,1,58.64,0,1,1,0,0,1,0
15541,6,5,510.81,0,1,0,1,2,0,0
15542,5,3,243.98,1,0,1,0,0,2,0
15543,4,1,29.99,0,1,0,0,1,2,0
15544,10,3,335.79,0,1,0,0,2,2,0
15545,3,2,103.06,1,0,0,1,1,1,0
15546,7,3,254.45,0,1,1,0,1,0,0
15547,10,2,106.65,1,0,1,1,1,2,0
15548,6,3,325.24,1,0,1,1,0,2,0
15549,4,5,711.96,1,1,0,1,2,2,0
15550,10,3,286.18,1,0,1,0,2,2,0
15551,12,2,120.63,0,1,1,0,1,2,0
15552,1,5,552.88,1,0,1,1,0,1,0
15553,9,1,90.35,0,1,0,0,0,0,0
15554,8,2,159.71,1,0,0,0,0,1,0
15555,10,2,123.7,1,0,0,0,0,1,0
15556,10,3,270.05,1,0,0,0,1,1,0
15557,2,5,516.25,1,0,1,1,1,1,0
15558,4,4,456.62,1,0,0,1,2,0,0
15559,10,2,155.5,1,0,0,0,1,2,0
15560,11,1,29.99,0,1,0,0,0,0,0
15561,2,1,29.99,0,1,2,1,1,1,0
15562,1,6,825.34,0,1,1,1,1,0,0
15563,2,2,167.37,1,0,0,0,1,2,0
15564,11,1,29.99,1,0,0,0,1,0,0
15565,1,2,164.25,1,0,2,0,1,2,0
15566,6,1,40.65,0,1,0,1,1,1,0
15567,9,1,29.99,1,0,1,1,0,1,0
15568,8,2,177.62,0,1,1,0,1,1,0
15569,10,3,310.4,0,1,2,0,0,1,0
15570,1,4,402.82,1,0,1,0,0,0,0
15571,2,7,1411.83,1,1,0,1,2,0,0
15572,4,4,390.55,1,0,0,1,0,0,0
15573,3,5,719.53,1,1,0,1,2,0,0
15574,6,1,64.32,0,1,0,0,0,2,0
15575,10,3,220.98,0,1,0,0,0,1,0
15576,3,1,29.99,0,1,0,1,1,0,0
15577,6,3,221.27,1,0,0,0,2,2,0
15578,10,2,121.83,0,1,0,1,1,0,0
15579,6,4,491.93,0,1,0,1,2,2,0
15580,5,3,305.39,0,1,1,0,1,2,0
15581,5,3,210.92,1,1,2,1,0,0,0
15582,10,2,178.3,1,0,1,0,0,1,0
15583,4,5,546.56,0,1,0,1,0,0,0
15584,1,4,421.19,1,0,1,0,2,2,0
15585,9,4,359.59,0,1,1,0,0,1,0
15586,1,3,312.02,1,0,1,0,0,2,0
15587,4,1,75.0,0,1,1,0,0,1,0
15588,6,3,229.36,0,1,2,0,1,2,0
15589,3,5,672.24,0,1,2,1,0,2,0
15590,9,1,34.19,0,1,0,1,0,2,0
15591,9,2,105.65,0,1,0,0,1,0,0
15592,5,1,56.25,1,0,2,0,0,1,0
15593,3,3,217.34,1,1,1,1,1,2,0
15594,2,5,719.77,1,0,0,1,1,1,0
15595,9,1,33.57,0,1,1,0,1,1,0
15596,9,1,52.83,0,1,0,1,0,1,0
15597,1,2,168.56,0,1,0,0,1,1,0
15598,3,1,82.25,1,0,1,0,1,2,0
15599,1,4,482.28,0,1,1,0,2,2,1
15600,1,1,78.67,1,0,1,0,0,1,0
15601,5,1,57.37,1,0,1,0,0,0,0
15602,4,1,52.74,1,0,1,0,0,1,0
15603,1,2,115.02,1,0,0,1,1,2,0
15604,4,3,324.98,1,0,0,1,2,2,0
15605,2,4,450.53,0,1,0,0,2,0,0
15606,1,6,853.02,1,1,0,1,1,2,0
15607,1,1,40.08,1,0,1,0,1,2,0
15608,2,4,357.04,0,1,1,0,2,0,0
15609,2,3,285.55,1,0,0,0,0,0,0
15610,12,1,54.87,0,1,1,1,1,0,0
15611,2,1,52.3,1,0,1,0,0,1,0
15612,8,2,148.47,0,1,1,0,0,0,0
15613,11,1,29.99,1,0,1,1,1,2,0
15614,6,1,29.99,1,0,1,0,1,2,0
15615,8,2,148.86,1,0,1,1,1,0,0
15616,12,2,155.06,1,0,1,0,1,0,0
15617,5,2,115.04,0,1,0,0,1,0,0
15618,10,1,44.19,0,1,0,1,0,1,0
15619,1,3,301.31,1,1,0,0,1,2,0
15620,1,2,105.29,0,1,0,1,0,2,0
15621,3,4,465.17,1,1,2,0,0,1,0
15622,7,3,328.55,0,1,1,0,0,0,0
15623,4,1,47.51,0,1,0,0,0,1,0
15624,10,3,241.53,1,0,1,1,0,1,0
15625,5,2,136.37,0,1,0,1,1,0,0
15626,1,2,185.54,1,0,2,1,1,0,0
15627,6,3,312.8,1,0,2,1,0,2,0
15628,6,2,138.55,1,0,2,0,1,1,0
15629,8,1,53.23,1,0,1,1,1,0,0
15630,2,5,617.93,1,0,2,1,0,2,0
15631,12,3,223.38,1,0,0,1,2,1,0
15632,7,2,151.09,0,1,1,0,1,0,0
15633,1,3,267.07,0,1,0,0,1,1,0
15634,7,1,29.99,1,0,1,1,1,0,0
15635,1,7,1626.86,0,1,0,1,1,1,0
15636,11,1,41.38,1,0,1,0,0,0,0
15637,8,2,179.42,1,0,1,1,1,1,0
15638,10,1,69.95,0,1,0,1,1,0,0
15639,10,3,338.08,1,1,2,1,0,2,0
15640,9,3,243.62,0,1,0,0,1,2,0
15641,10,1,88.04,0,1,0,1,1,0,0
15642,1,4,380.97,1,1,0,0,0,1,0
15643,7,1,29.99,1,0,0,1,0,2,0
15644,3,3,250.31,0,1,1,0,0,2,0
15645,3,2,163.76,1,0,1,1,1,2,0
15646,4,1,83.71,0,1,0,1,0,1,0
15647,2,1,29.99,1,0,1,1,1,1,0
15648,8,4,416.75,1,0,2,0,1,2,0
15649,10,1,66.87,0,1,1,1,1,2,0
15650,9,4,377.64,1,0,0,0,1,1,0
15651,7,2,135.09,1,0,2,0,1,2,0
15652,4,2,189.59,0,1,0,1,1,2,0
15653,2,4,400.86,0,1,2,1,2,0,0
15654,12,4,353.84,1,0,0,0,0,0,0
15655,7,2,171.04,1,0,2,0,1,1,0
15656,2,2,106.54,1,0,2,0,1,2,0
15657,2,3,248.37,1,1,0,0,1,0,0
15658,2,2,195.57,1,0,2,0,0,0,0
15659,7,1,36.63,0,1,0,1,1,1,0
15660,2,2,155.88,0,1,1,1,0,1,0
15661,8,1,34.81,1,0,0,0,0,2,0
15662,9,5,623.27,1,0,1,1,0,0,0
15663,9,1,80.2,0,1,1,0,1,1,0
15664,2,2,167.02,0,1,2,1,1,0,0
15665,1,1,29.99,0,1,0,0,1,2,0
15666,10,2,148.46,1,0,2,0,1,1,0
15667,10,3,286.34,1,0,0,1,1,1,0
15668,1,2,159.39,1,0,0,1,1,2,0
15669,1,1,71.95,0,1,0,0,1,1,0
15670,10,1,29.99,0,1,0,1,0,2,0
15671,4,3,341.39,0,1,1,0,2,2,0
15672,2,1,81.08,1,0,0,1,0,0,0
15673,2,1,29.99,1,0,1,0,1,2,0
15674,5,1,30.9,0,1,1,1,0,2,0
15675,4,4,484.9,0,1,1,0,2,2,0
15676,3,1,29.99,0,1,1,1,1,0,0
15677,1,4,481.39,0,1,1,0,2,2,0
15678,5,1,69.15,0,1,0,1,0,0,0
15679,2,1,61.18,0,1,0,0,0,1,0
15680,7,2,152.51,1,0,0,0,0,2,0
15681,10,3,344.98,1,0,0,0,0,2,0
15682,2,1,30.51,1,0,0,1,1,1,0
15683,9,3,306.1,0,1,0,1,2,2,0
15684,10,2,193.05,1,0,1,1,1,0,0
15685,8,5,633.53,1,1,1,1,0,0,0
15686,2,1,55.15,0,1,0,0,0,1,0
15687,9,2,117.22,1,0,1,0,1,1,0
15688,1,3,244.9,0,1,0,0,0,2,0
15689,11,1,88.74,1,0,1,0,1,0,0
15690,8,2,169.95,1,0,0,0,1,1,0
15691,1,4,350.6,1,1,1,0,1,1,0
15692,9,1,83.69,1,0,2,1,1,0,0
15693,12,1,95.2,0,1,1,0,1,0,0
15694,2,3,251.67,0,1,1,0,2,2,0
15695,5,1,74.7,0,1,0,1,0,1,0
15696,2,1,38.15,1,0,0,0,1,0,0
15697,4,3,287.23,1,0,1,0,1,1,0
15698,11,2,114.49,1,0,1,1,1,1,0
15699,12,1,29.99,0,1,2,0,0,1,0
15700,11,1,29.99,0,1,1,0,1,0,0
15701,12,1,32.85,0,1,1,0,0,1,0
15702,2,3,278.1,1,1,1,0,0,1,0
15703,2,4,383.19,0,1,1,1,2,1,0
15704,1,3,212.26,1,1,0,1,0,1,0
15705,6,1,47.49,1,0,0,1,0,1,0
15706,11,1,29.99,0,1,2,1,0,0,0
15707,9,3,232.96,1,0,1,0,0,1,0
15708,10,1,37.45,0,1,1,1,1,2,0
15709,9,2,127.99,1,0,2,0,1,1,0
15710,10,1,29.99,1,0,0,1,1,1,0
15711,2,2,108.03,1,0,0,1,0,2,0
15712,3,4,419.23,1,0,1,0,2,0,0
15713,8,1,47.51,1,0,2,0,0,2,0
15714,2,3,220.04,0,1,0,1,2,2,0
15715,1,5,634.9,0,1,1,1,2,0,0
15716,9,1,78.11,1,0,0,1,1,2,0
15717,3,1,29.99,1,0,0,1,0,1,0
15718,4,1,29.99,0,1,1,0,1,2,0
15719,8,5,517.96,0,1,0,1,0,2,0
15720,9,1,29.99,1,0,0,0,1,0,0
15721,1,7,1373.3,1,1,1,1,0,2,0
15722,1,6,789.08,0,1,0,1,2,2,0
15723,1,6,792.15,1,1,1,1,1,1,1
15724,3,3,346.9,1,0,1,0,0,0,1
15725,6,1,93.5,0,1,1,0,1,0,0
15726,5,2,184.43,1,0,0,1,0,0,0
15727,5,7,1116.61,0,1,0,1,2,0,0
15728,5,1,90.21,1,0,2,0,1,0,0
15729,1,1,29.99,1,0,0,0,1,0,0
15730,4,5,703.98,0,1,1,1,2,2,0
15731,1,1,39.14,1,0,2,1,0,2,0
15732,6,6,757.76,0,1,0,1,0,0,0
15733,1,1,52.87,0,1,1,0,0,0,0
15734,9,1,29.99,0,1,0,0,1,2,0
15735,2,1,42.13,0,1,1,1,1,2,0
15736,3,1,91.12,0,1,0,0,1,0,0
15737,2,6,772.6,1,1,1,1,1,0,0
15738,5,1,29.99,1,0,1,1,0,1,0
15739,1,6,797.69,0,1,0,1,1,2,0
15740,1,3,276.58,1,0,1,1,2,2,0
15741,10,2,105.99,1,0,0,1,0,1,0
15742,2,1,96.35,1,0,2,1,1,0,0
15743,7,2,145.86,1,0,2,0,1,0,0
15744,2,1,52.5,1,0,1,1,1,0,0
15745,4,3,317.56,0,1,0,1,0,0,0
15746,10,3,314.19,1,0,1,0,1,1,0
15747,1,7,1232.02,1,0,0,1,2,2,0
15748,1,6,808.58,1,1,1,1,0,1,0
15749,3,3,231.74,0,1,2,0,1,0,0
15750,2,2,111.86,1,0,1,0,0,1,0
15751,4,2,120.65,0,1,1,1,0,1,0
15752,2,2,147.55,1,0,0,1,1,2,0
15753,2,4,498.12,1,0,0,0,0,2,1
15754,1,5,742.96,1,1,0,1,2,2,0
15755,6,3,306.4,0,1,1,1,1,0,0
15756,2,1,83.65,1,0,0,1,1,0,0
15757,3,2,173.56,1,0,0,0,0,1,0
15758,6,1,64.33,1,0,0,1,1,1,0
15759,5,7,1064.06,0,1,0,1,2,0,0
15760,5,2,131.51,0,1,0,1,0,0,0
15761,9,2,166.1,0,1,2,0,1,0,0
15762,2,2,142.28,0,1,1,0,0,0,0
15763,8,5,505.08,1,1,2,1,2,1,0
15764,8,5,504.85,0,1,1,1,0,2,0
15765,2,3,242.08,1,1,0,0,1,2,0
15766,10,1,30.84,1,0,0,0,0,2,0
15767,10,1,48.47,0,1,1,0,0,2,0
15768,3,5,623.89,1,1,0,1,0,0,0
15769,10,3,208.64,1,1,1,1,1,2,0
15770,3,2,158.05,0,1,0,0,0,2,0
15771,11,3,349.96,1,0,0,0,1,2,0
15772,8,4,418.16,0,1,1,0,1,2,0
15773,10,1,53.39,1,0,2,0,0,0,0
15774,1,2,127.55,0,1,0,0,0,0,0
15775,6,1,73.99,0,1,1,1,0,2,0
15776,7,1,76.91,0,1,1,0,1,1,0
15777,7,1,84.15,1,0,0,1,0,0,0
15778,9,2,150.27,0,1,1,0,0,0,0
15779,1,3,218.3,0,1,0,1,0,2,0
15780,5,2,129.45,0,1,0,1,1,1,0
15781,4,2,110.24,1,0,0,0,0,0,0
15782,2,1,88.4,1,0,0,0,1,0,0
15783,8,3,331.35,1,0,1,1,2,2,0
15784,12,4,470.08,1,0,1,0,2,1,0
15785,9,3,294.48,0,1,2,1,0,0,0
15786,12,2,120.88,0,1,0,0,1,0,0
15787,10,3,210.62,0,1,0,0,0,0,0
15788,1,4,422.82,1,1,1,0,0,1,0
15789,6,3,265.27,1,1,1,1,0,0,0
15790,8,3,236.81,1,0,1,1,0,2,0
15791,8,5,640.69,1,1,2,1,2,0,0
15792,2,1,33.46,1,0,1,1,1,1,0
15793,9,3,228.59,0,1,1,0,0,1,1
15794,1,1,78.13,0,1,1,1,1,1,0
15795,5,1,29.99,1,0,0,0,0,0,0
15796,6,3,238.87,1,1,0,1,2,2,0
15797,3,1,74.7,1,0,1,1,1,2,0
15798,8,1,41.87,0,1,1,1,0,2,0
15799,8,1,41.3,0,1,1,1,1,1,0
15800,4,1,62.12,0,1,1,0,0,1,0
15801,12,3,278.78,0,1,1,1,0,2,0
15802,9,3,306.84,1,0,2,0,0,1,0
15803,3,6,846.59,1,1,1,1,2,0,0
15804,2,3,215.22,1,0,1,1,0,1,0
15805,9,3,289.77,0,1,1,0,2,0,0
15806,3,2,100.21,1,0,1,0,1,1,0
15807,6,3,229.91,0,1,2,1,0,1,0
15808,1,3,310.54,0,1,1,0,1,0,1
15809,10,2,137.92,1,0,1,0,0,2,0
15810,6,2,170.09,0,1,0,1,1,1,0
15811,3,5,648.39,1,1,1,1,2,0,0
15812,3,1,29.99,1,0,1,0,0,2,0
15813,1,6,751.8,1,1,2,1,2,0,0
15814,10,1,43.35,1,0,1,0,1,1,0
15815,3,5,543.5,0,1,1,1,2,2,0
15816,2,3,207.18,1,0,1,1,0,1,0
15817,5,1,92.35,0,1,1,1,1,1,0
15818,12,1,54.07,1,0,1,0,1,2,0
15819,11,3,342.02,1,1,2,0,0,1,0
15820,11,4,401.44,1,0,2,0,2,1,0
15821,8,2,138.97,0,1,0,0,0,1,0
15822,1,7,1054.89,1,0,1,1,2,2,0
15823,7,4,396.9,1,0,1,0,2,1,0
15824,8,1,29.99,1,0,2,0,0,2,0
15825,5,1,29.99,0,1,2,0,1,2,0
15826,8,1,95.91,1,0,1,1,1,2,0
15827,10,2,109.72,1,0,1,1,1,2,0
15828,3,2,109.56,0,1,1,0,1,0,0
15829,1,4,427.31,0,1,0,0,1,0,0
15830,8,3,268.38,1,1,1,0,2,2,0
15831,7,3,226.75,1,1,1,0,0,0,0
15832,9,1,78.42,0,1,1,0,0,0,0
15833,12,1,66.91,1,0,1,0,1,2,0
15834,4,3,338.81,1,1,0,0,0,2,0
15835,5,2,141.13,0,1,0,0,1,0,0
15836,1,4,498.38,1,1,1,0,0,0,0
15837,1,6,752.23,1,0,0,1,2,2,0
15838,2,3,288.16,1,1,0,1,0,1,0
15839,6,2,118.76,0,1,0,1,1,1,0
15840,6,4,421.84,1,0,1,0,2,2,0
15841,3,5,554.09,1,0,0,1,2,2,0
15842,8,2,120.54,1,0,0,0,0,0,0
15843,5,4,474.93,1,0,1,0,2,1,0
15844,11,2,175.1,0,1,2,0,1,0,0
15845,2,3,321.83,0,1,1,0,2,1,0
15846,9,1,29.99,0,1,0,0,0,1,0
15847,9,3,301.15,1,1,1,0,1,1,0
15848,12,3,282.0,0,1,1,0,1,0,0
15849,11,3,218.49,0,1,1,0,2,0,0
15850,6,2,162.26,0,1,1,0,1,0,0
15851,1,2,130.79,1,0,0,1,0,1,0
15852,1,4,479.27,1,0,1,0,1,1,0
15853,9,1,80.35,0,1,0,0,0,2,0
15854,9,6,750.5,0,1,2,1,0,0,0
15855,9,3,212.81,0,1,1,0,1,2,0
15856,10,4,442.81,1,0,1,0,1,2,0
15857,1,1,29.99,1,0,1,1,1,1,0
15858,9,4,382.52,1,0,0,0,0,1,0
15859,12,1,99.51,1,0,0,0,0,2,0
15860,2,3,277.79,1,0,1,1,2,0,0
15861,6,1,29.99,0,1,0,1,0,2,0
15862,10,1,29.99,0,1,1,0,1,0,0
15863,10,2,133.39,1,0,2,0,1,1,0
15864,1,2,122.91,1,0,2,1,1,1,0
15865,10,1,82.33,0,1,1,1,1,1,0
15866,7,4,395.36,0,1,2,0,0,2,0
15867,10,1,56.96,1,0,0,0,0,1,0
15868,9,3,252.57,0,1,0,0,0,2,0
15869,4,1,29.99,0,1,0,0,0,1,0
15870,2,2,110.13,1,0,2,1,1,0,0
15871,10,5,644.59,1,0,1,1,1,1,0
15872,7,1,34.74,1,0,2,0,1,2,0
15873,1,5,597.75,0,1,1,1,2,1,0
15874,11,3,304.24,1,1,0,0,0,0,0
15875,3,2,129.86,0,1,1,1,0,2,0
15876,10,4,358.26,1,0,2,1,2,0,0
15877,6,3,228.86,1,1,2,0,1,2,0
15878,1,3,335.74,1,0,0,0,1,2,0
15879,6,1,80.91,1,0,1,1,1,0,0
15880,1,5,685.25,0,1,0,1,2,0,0
15881,7,3,275.07,1,0,0,0,1,2,0
15882,10,1,29.99,0,1,0,1,0,1,0
15883,11,1,69.59,0,1,0,1,1,1,0
15884,12,1,43.68,0,1,1,0,1,2,0
15885,6,1,29.99,0,1,0,0,1,2,0
15886,2,4,417.38,0,1,2,1,0,0,0
15887,1,4,439.93,1,1,2,1,2,0,0
15888,10,3,223.76,1,0,2,0,0,1,0
15889,8,1,29.99,0,1,1,0,0,2,0
15890,3,1,54.87,0,1,0,0,0,0,0
15891,10,1,29.99,0,1,0,0,0,1,0
15892,6,3,265.36,0,1,2,0,1,0,0
15893,10,2,165.47,1,0,2,0,1,0,0
15894,11,1,29.99,1,0,1,1,0,0,0
15895,5,2,113.22,0,1,1,1,0,2,0
15896,11,2,121.12,0,1,1,1,0,0,0
15897,7,3,221.71,0,1,2,1,0,2,0
15898,1,5,712.52,1,0,2,1,2,2,0
15899,11,1,29.99,1,0,0,1,1,0,0
15900,3,3,211.07,1,1,1,0,0,2,0
15901,3,5,602.75,1,0,1,1,2,2,0
15902,12,1,72.26,1,0,0,1,0,0,0
15903,4,2,100.29,0,1,1,1,1,0,0
15904,6,1,76.44,1,0,0,0,1,0,0
15905,3,2,184.71,1,0,0,0,0,2,0
15906,10,1,29.99,1,0,0,1,1,2,0
15907,4,3,285.8,1,0,1,1,2,1,0
15908,4,1,29.99,1,0,0,1,0,1,0
15909,7,1,29.99,0,1,1,1,0,0,0
15910,10,2,183.49,0,1,1,1,1,0,0
15911,5,1,29.99,1,0,1,1,1,1,0
