id,recency,history_segment,history,mens,womens,region,newbie,channel
55225,4,1,74.41,0,1,0,1,0
55226,12,1,89.8,0,1,0,1,0
55227,10,3,238.97,0,1,0,0,2
55228,6,4,471.63,1,1,0,0,1
55229,9,1,29.99,0,1,1,0,0
55230,12,2,120.67,0,1,1,1,1
55231,10,3,217.9,1,1,1,1,1
55232,10,1,40.18,0,1,0,1,1
55233,1,1,29.99,1,0,0,1,0
55234,5,2,114.75,1,0,1,1,0
55235,10,1,36.32,0,1,2,1,1
55236,3,2,105.1,1,0,1,1,0
55237,5,6,886.06,0,1,0,1,0
55238,1,5,608.94,0,1,1,1,2
55239,6,2,144.07,0,1,1,0,1
55240,5,2,199.5,0,1,1,0,0
55241,6,3,208.31,0,1,1,1,0
55242,9,2,167.98,0,1,1,0,0
55243,1,7,1515.42,0,1,1,1,0
55244,11,1,29.99,0,1,0,1,0
55245,10,2,131.5,0,1,2,1,1
55246,10,2,110.47,0,1,2,0,0
55247,6,4,494.33,1,1,2,0,1
55248,2,1,66.15,0,1,1,0,1
55249,12,3,338.04,0,1,0,0,2
55250,10,2,175.21,0,1,0,0,0
55251,6,1,48.88,1,0,1,0,0
55252,5,3,303.14,0,1,1,0,0
55253,4,1,29.99,1,0,2,1,0
55254,10,2,136.13,0,1,1,1,1
55255,1,3,244.1,1,0,2,1,1
55256,1,3,267.06,1,1,0,0,1
55257,4,1,90.03,0,1,2,0,0
55258,4,2,170.13,1,0,0,1,1
55259,12,2,112.78,0,1,0,1,0
55260,10,2,101.85,0,1,0,0,0
55261,6,2,104.41,1,0,2,0,0
55262,5,1,39.27,0,1,1,1,0
55263,1,1,92.89,0,1,1,1,1
55264,3,3,328.43,1,0,0,0,1
55265,9,5,502.25,0,1,2,1,0
55266,2,2,184.18,1,0,0,0,1
55267,4,6,776.0,1,0,2,1,1
55268,4,1,74.51,1,0,0,0,1
55269,2,1,29.99,1,0,1,1,0
55270,2,2,155.89,0,1,0,0,1
55271,11,4,359.5,0,1,1,1,1
55272,7,5,600.18,0,1,1,1,0
55273,7,2,195.43,1,0,0,1,1
55274,3,1,85.56,1,0,2,1,0
55275,11,1,29.99,1,0,0,1,1
55276,8,1,94.41,0,1,2,0,1
55277,9,3,280.45,1,1,1,0,1
55278,11,2,187.38,0,1,0,0,0
55279,5,1,31.04,0,1,1,0,1
55280,4,2,119.39,0,1,0,0,0
55281,3,1,29.99,1,0,2,1,1
55282,5,1,74.37,0,1,1,0,0
55283,6,6,781.17,0,1,1,1,1
55284,11,3,329.22,1,1,1,0,0
55285,2,1,29.99,1,0,2,1,0
55286,1,6,799.52,1,1,1,1,1
55287,7,1,42.69,1,0,0,1,0
55288,3,1,32.77,0,1,1,1,0
55289,4,1,29.99,0,1,1,1,0
55290,10,1,29.99,1,0,0,1,1
55291,1,3,291.56,0,1,1,1,0
55292,4,1,29.99,1,0,1,0,1
55293,5,3,345.92,1,0,2,1,1
55294,3,4,393.73,1,0,2,0,1
55295,5,1,29.99,0,1,2,0,1
55296,9,3,219.39,1,0,0,0,1
55297,2,5,631.14,0,1,0,1,2
55298,10,3,289.99,1,0,1,0,2
55299,9,2,111.9,0,1,1,1,1
55300,1,3,233.41,1,1,1,1,0
55301,4,5,534.53,0,1,0,1,1
55302,2,6,830.48,1,0,1,1,0
55303,2,2,192.36,0,1,0,1,1
55304,6,1,34.83,0,1,0,1,1
55305,7,1,85.18,0,1,1,0,0
55306,1,6,922.76,0,1,2,1,1
55307,7,4,379.6,1,0,0,1,1
55308,11,3,262.99,1,0,0,1,1
55309,4,4,481.42,0,1,1,0,0
55310,2,2,134.97,0,1,2,0,0
55311,2,1,29.99,0,1,0,0,1
55312,11,2,156.6,1,0,0,0,1
55313,1,3,239.0,1,0,1,1,0
55314,7,2,160.16,1,0,1,0,1
55315,10,1,29.99,0,1,1,0,0
55316,1,3,275.92,0,1,1,1,0
55317,7,3,211.28,1,0,0,0,2
55318,11,3,265.08,0,1,0,0,0
55319,7,5,689.44,0,1,1,1,1
55320,8,1,78.83,0,1,2,0,1
55321,9,1,42.22,1,0,0,0,1
55322,6,2,195.88,1,0,1,1,0
55323,7,2,164.1,0,1,0,1,1
55324,3,2,184.13,1,0,2,0,0
55325,6,1,79.1,1,0,2,0,1
55326,7,1,72.22,1,0,2,0,0
55327,2,5,669.06,0,1,1,1,0
55328,2,2,120.91,1,0,0,1,1
55329,11,4,365.56,1,0,0,1,0
55330,1,2,109.69,0,1,0,1,0
55331,3,1,71.4,1,0,1,0,1
55332,4,4,369.68,1,0,1,1,0
55333,6,3,265.61,0,1,1,1,2
55334,7,5,619.32,1,0,0,1,1
55335,1,5,651.89,1,1,1,1,0
55336,1,1,71.58,0,1,1,0,0
55337,10,2,106.7,1,0,1,0,0
55338,10,3,250.48,1,0,1,0,2
55339,11,3,201.05,1,0,1,1,1
55340,11,1,52.24,1,0,0,0,0
55341,1,3,203.26,0,1,2,1,1
55342,5,1,55.58,0,1,1,1,0
55343,3,2,133.52,0,1,1,1,1
55344,10,1,29.99,1,0,1,0,1
55345,7,3,294.56,0,1,1,0,0
55346,6,2,110.98,0,1,1,0,1
55347,7,2,183.88,1,0,1,1,0
55348,7,2,104.16,0,1,0,1,0
55349,9,1,29.99,1,0,1,1,1
55350,5,1,81.52,0,1,0,0,0
55351,2,2,102.38,1,0,0,1,0
55352,1,2,106.77,1,0,1,0,0
55353,9,1,29.99,1,0,0,0,0
55354,1,5,678.56,1,1,0,1,0
55355,9,3,344.89,1,0,1,1,1
55356,1,1,29.99,0,1,0,1,0
55357,12,1,29.99,0,1,0,1,1
55358,1,1,30.9,0,1,1,0,0
55359,1,1,76.8,1,0,1,1,0
55360,10,4,407.23,0,1,1,1,2
55361,1,2,146.12,0,1,0,1,1
55362,9,1,59.79,0,1,0,1,1
55363,1,5,593.92,0,1,1,1,0
55364,7,5,514.79,1,0,0,1,2
55365,1,1,85.27,0,1,1,0,0
55366,9,1,72.73,1,0,1,0,1
55367,10,1,85.22,1,0,0,0,0
55368,10,3,347.04,1,0,0,1,2
55369,5,1,62.65,1,0,1,0,0
55370,10,5,508.58,0,1,0,1,0
55371,10,1,29.99,0,1,0,0,0
55372,5,2,163.51,1,0,0,0,0
55373,5,1,41.49,1,0,2,0,0
55374,6,1,30.19,1,0,0,0,1
55375,3,2,176.1,0,1,0,0,1
55376,2,3,228.98,0,1,1,0,1
55377,10,1,79.26,1,0,1,0,0
55378,1,5,691.25,1,1,2,1,0
55379,10,1,68.43,0,1,1,1,1
55380,3,7,1273.41,1,1,0,1,1
55381,10,3,225.07,1,0,1,1,0
55382,10,3,223.44,0,1,1,0,0
55383,4,4,367.15,1,0,1,0,0
55384,3,5,640.69,1,1,0,1,2
55385,5,4,356.66,1,0,1,1,0
55386,2,3,232.63,1,0,0,0,0
55387,2,2,127.51,1,0,2,0,0
55388,9,2,140.18,0,1,1,1,1
55389,8,4,357.39,0,1,0,1,0
55390,5,1,99.14,1,0,0,0,1
55391,11,1,64.81,1,0,1,1,0
55392,8,1,94.41,1,0,0,0,0
55393,10,1,50.25,1,0,1,0,1
55394,7,1,95.96,0,1,0,0,1
55395,2,2,130.13,1,0,1,1,0
55396,8,5,540.57,1,1,0,1,0
55397,2,1,29.99,0,1,0,0,0
55398,1,4,480.01,1,0,1,0,2
55399,3,3,214.86,1,0,0,1,0
55400,10,1,86.56,1,0,1,1,1
55401,10,3,243.47,1,0,2,0,1
55402,1,2,125.6,0,1,0,1,0
55403,5,1,55.21,1,0,1,1,0
55404,11,1,29.99,0,1,2,1,1
55405,9,3,273.14,1,0,1,0,1
55406,10,3,336.64,1,1,0,0,2
55407,9,1,61.59,0,1,0,1,0
55408,3,2,197.54,1,0,0,0,1
55409,6,5,665.95,0,1,1,1,2
55410,2,6,843.1,1,1,2,1,1
55411,5,2,134.52,0,1,1,1,0
55412,5,2,127.03,1,0,0,0,0
55413,7,2,186.28,0,1,1,0,1
55414,5,4,388.14,1,0,1,1,0
55415,4,2,169.62,1,0,2,1,0
55416,7,2,125.85,0,1,2,0,0
55417,3,2,187.32,0,1,1,0,0
55418,5,4,362.71,0,1,0,0,0
55419,5,4,400.81,1,0,0,1,2
55420,4,2,148.57,1,0,0,0,0
55421,4,1,82.98,1,0,0,0,1
55422,5,1,67.52,0,1,0,1,0
55423,5,2,144.12,0,1,1,1,1
55424,2,1,29.99,0,1,0,1,0
55425,9,3,205.35,1,0,1,1,2
55426,6,3,205.7,0,1,1,1,0
55427,10,1,98.63,0,1,0,1,0
55428,4,5,633.38,1,1,0,1,2
55429,3,2,119.03,0,1,1,0,0
55430,3,1,41.45,1,0,0,0,0
55431,7,3,242.44,0,1,1,1,0
55432,12,1,44.32,1,0,1,1,0
55433,11,2,136.54,0,1,2,0,0
55434,9,1,84.17,1,0,0,0,1
55435,11,1,51.57,0,1,2,1,1
55436,8,1,75.39,1,0,2,1,1
55437,10,3,270.71,1,1,1,1,1
55438,1,5,640.83,1,0,0,1,2
55439,4,1,50.2,1,0,1,0,0
55440,1,3,293.6,0,1,1,0,0
55441,11,1,29.99,0,1,0,0,1
55442,3,1,31.52,1,0,2,1,0
55443,1,5,655.55,1,1,0,1,1
55444,10,2,196.13,1,0,0,1,1
55445,11,4,415.93,1,0,1,0,2
55446,11,4,468.72,0,1,1,1,1
55447,8,3,272.11,0,1,1,0,1
55448,5,1,29.99,1,0,0,1,1
55449,1,2,168.81,1,0,0,0,0
55450,1,1,29.99,0,1,1,0,0
55451,10,2,133.24,1,0,1,0,1
55452,12,1,47.66,1,0,1,1,1
55453,10,1,37.99,0,1,1,1,0
55454,7,3,293.95,1,1,0,0,0
55455,3,5,518.81,1,0,2,1,1
55456,2,1,81.08,1,0,0,1,1
55457,12,1,29.99,0,1,1,1,1
55458,11,3,239.65,1,0,1,0,1
55459,2,7,1840.85,1,1,1,1,2
55460,2,1,87.44,0,1,2,1,1
55461,2,2,181.38,1,0,1,0,1
55462,2,3,202.85,1,0,2,0,0
55463,4,1,65.59,0,1,0,0,1
55464,10,1,33.13,1,0,1,1,0
55465,3,2,159.67,0,1,2,1,1
55466,11,1,52.08,1,0,0,1,1
55467,11,4,406.69,1,1,0,0,1
55468,4,3,301.02,0,1,1,0,1
55469,10,1,29.99,0,1,1,1,1
55470,2,2,152.85,1,0,1,0,0
55471,6,4,456.22,1,0,0,0,1
55472,12,3,320.73,1,0,0,0,1
55473,1,5,648.38,1,1,2,1,2
55474,4,2,154.04,1,0,1,1,0
55475,1,2,112.06,0,1,2,0,0
55476,2,2,176.17,1,0,2,0,1
55477,5,1,35.45,0,1,0,0,0
55478,4,3,267.57,0,1,1,1,0
55479,1,5,653.4,1,0,2,1,0
55480,10,3,213.81,0,1,0,0,1
55481,3,2,128.37,0,1,0,0,1
55482,7,3,208.08,1,0,1,1,1
55483,10,3,228.53,1,1,2,0,1
55484,3,4,365.28,1,0,1,1,0
55485,10,2,162.04,0,1,1,0,1
55486,3,2,101.67,0,1,1,1,1
55487,2,1,35.91,1,0,1,1,1
55488,2,1,39.52,0,1,1,1,0
55489,2,2,104.88,1,0,1,0,1
55490,1,5,503.23,1,1,0,1,0
55491,7,2,178.9,1,0,0,0,0
55492,1,6,832.57,0,1,0,1,0
55493,1,4,457.24,0,1,1,0,2
55494,9,1,34.7,1,0,1,1,0
55495,1,7,1999.94,1,1,0,1,2
55496,4,1,65.41,0,1,0,1,1
55497,2,3,330.79,0,1,1,0,2
55498,12,1,29.99,0,1,2,0,1
55499,2,3,225.79,0,1,1,1,2
55500,1,3,341.56,1,0,0,0,1
55501,7,2,164.46,1,0,0,0,0
55502,6,1,94.85,1,0,1,0,0
55503,4,3,341.23,0,1,0,0,2
55504,9,5,528.59,0,1,2,1,1
55505,7,2,118.28,0,1,0,1,0
55506,10,5,572.79,0,1,1,1,2
55507,1,2,186.63,1,0,1,0,1
55508,6,3,304.67,1,0,0,0,1
55509,1,2,189.9,1,0,1,1,1
55510,3,1,36.8,0,1,1,1,1
55511,3,6,979.97,1,0,1,1,1
55512,4,1,29.99,0,1,1,0,0
55513,2,4,399.97,0,1,1,0,0
55514,1,3,213.79,0,1,2,1,1
55515,5,1,29.99,1,0,1,1,0
55516,9,1,45.85,1,0,1,1,0
55517,2,2,124.06,1,0,1,1,0
55518,11,1,54.75,1,0,0,0,0
55519,4,2,102.49,0,1,1,0,1
55520,11,4,433.05,1,0,1,0,1
55521,12,1,29.99,0,1,1,0,1
55522,2,4,398.95,0,1,0,1,1
55523,7,3,204.22,1,1,1,0,0
55524,1,5,575.12,0,1,0,1,1
55525,10,2,196.91,0,1,1,0,1
55526,5,3,232.98,1,0,1,0,0
55527,12,1,29.99,1,0,0,1,1
55528,10,4,350.01,1,0,1,1,0
55529,4,3,288.01,0,1,1,0,2
55530,1,5,579.68,1,1,2,1,2
55531,9,1,97.55,1,0,1,1,0
55532,9,1,73.25,0,1,2,1,1
55533,9,1,65.83,1,0,2,0,0
55534,3,1,67.45,0,1,2,0,0
55535,12,5,539.84,1,1,0,1,2
55536,5,1,33.34,0,1,1,0,0
55537,10,2,180.8,0,1,1,0,0
55538,8,1,56.68,1,0,2,0,0
55539,2,3,262.59,1,0,0,0,1
55540,8,1,29.99,1,0,0,1,1
55541,1,5,580.53,0,1,0,1,2
55542,9,3,289.52,0,1,1,1,1
55543,3,6,794.18,1,1,0,1,1
55544,5,1,75.58,1,0,1,1,0
55545,3,2,139.84,1,0,0,1,1
55546,1,1,46.63,1,0,0,1,0
55547,3,4,454.08,1,1,0,0,2
55548,9,3,307.33,1,0,1,0,2
55549,9,1,36.69,0,1,1,0,0
55550,9,1,29.99,0,1,0,1,1
55551,3,5,566.59,1,0,2,1,0
55552,6,2,137.93,0,1,1,1,1
55553,5,4,395.96,0,1,2,1,0
55554,1,3,284.67,0,1,1,0,2
55555,6,2,193.74,1,0,1,0,0
55556,6,3,258.54,1,0,0,0,1
55557,6,1,29.99,1,0,0,0,1
55558,8,1,29.99,1,0,1,1,1
55559,7,3,210.88,0,1,1,1,1
55560,2,5,543.1,0,1,0,1,2
55561,1,7,1032.18,1,0,0,1,0
55562,7,1,29.99,1,0,1,1,1
55563,11,1,60.87,1,0,0,0,0
55564,1,4,478.55,1,1,1,0,1
55565,11,1,47.94,0,1,0,1,1
55566,5,5,621.66,1,1,0,1,1
55567,10,1,44.14,1,0,2,0,1
55568,3,1,88.51,1,0,0,1,0
55569,6,4,473.84,0,1,0,0,2
55570,8,4,398.17,1,0,0,0,0
55571,10,1,94.12,0,1,1,0,0
55572,12,1,29.99,1,0,0,1,1
55573,10,1,81.07,1,0,1,0,0
55574,10,1,94.08,1,0,0,0,0
55575,8,1,29.99,1,0,1,0,0
55576,6,1,29.99,1,0,1,0,0
55577,9,5,731.56,0,1,1,1,1
55578,6,1,29.99,1,0,1,0,1
55579,5,6,853.14,0,1,1,1,0
55580,1,4,392.04,0,1,1,0,2
55581,12,1,29.99,0,1,1,1,0
55582,1,6,775.23,0,1,1,1,0
55583,11,2,122.24,1,0,0,0,1
55584,9,3,242.11,1,0,1,0,0
55585,1,3,329.58,1,0,2,0,0
55586,1,5,552.47,0,1,1,1,2
55587,1,1,37.16,1,0,1,0,1
55588,7,1,86.16,0,1,0,1,0
55589,2,1,29.99,1,0,0,0,0
55590,2,6,801.12,0,1,0,1,1
55591,3,5,707.24,0,1,1,1,0
55592,1,1,69.86,1,0,2,0,0
55593,8,2,196.48,0,1,0,0,0
55594,1,2,189.58,1,0,1,0,0
55595,3,1,34.08,1,0,2,0,0
55596,4,2,138.13,0,1,2,0,0
55597,9,1,29.99,0,1,0,0,1
55598,12,1,56.86,1,0,1,1,1
55599,8,1,97.6,1,0,1,1,1
55600,3,1,29.99,1,0,0,0,1
55601,3,1,29.99,0,1,0,0,1
55602,10,5,683.36,1,1,0,1,0
55603,10,1,29.99,0,1,1,1,1
55604,7,1,36.51,1,0,1,0,0
55605,2,5,544.58,1,1,0,1,2
55606,2,4,360.78,0,1,0,0,2
55607,1,5,500.08,1,1,0,1,1
55608,12,3,255.33,1,0,0,1,1
55609,9,1,83.31,0,1,0,1,0
55610,9,1,74.25,0,1,1,0,0
55611,7,1,29.99,0,1,0,0,0
55612,4,1,65.63,0,1,1,1,1
55613,7,2,122.79,0,1,1,1,1
55614,4,1,91.53,1,0,0,0,1
55615,11,1,77.86,1,0,1,1,1
55616,8,5,737.8,1,1,0,1,2
55617,2,4,385.12,1,1,0,0,1
55618,2,4,355.2,0,1,1,1,2
55619,2,2,165.35,1,0,2,1,1
55620,7,5,544.06,1,0,1,1,1
55621,1,1,29.99,0,1,2,0,1
55622,10,3,336.66,1,0,1,1,1
55623,10,2,176.03,0,1,0,0,0
55624,10,3,245.98,0,1,0,1,1
55625,2,5,737.79,0,1,1,1,0
55626,9,1,29.99,0,1,1,0,1
55627,1,2,176.08,0,1,0,1,0
55628,4,5,721.1,1,1,0,1,2
55629,5,1,38.15,1,0,1,1,1
55630,3,1,73.17,1,0,2,1,1
55631,1,3,272.1,0,1,0,0,1
55632,9,1,43.49,1,0,1,1,1
55633,2,3,323.45,0,1,0,0,1
55634,9,2,119.04,1,0,1,0,0
55635,5,1,31.56,1,0,0,0,0
55636,11,1,29.99,1,0,2,0,0
55637,12,2,183.73,0,1,1,0,0
55638,10,4,435.03,0,1,2,0,2
55639,2,1,49.91,1,0,1,0,1
55640,3,1,29.99,1,0,0,0,0
55641,10,2,106.79,0,1,1,1,1
55642,10,1,29.99,0,1,1,1,0
55643,6,3,227.93,0,1,2,1,0
55644,7,1,62.24,0,1,0,1,1
55645,3,1,49.96,1,0,0,1,1
55646,10,2,121.36,1,0,1,1,1
55647,2,1,83.62,1,0,0,0,0
55648,12,3,246.35,0,1,2,0,0
55649,9,1,31.66,0,1,1,1,1
55650,4,1,64.69,0,1,1,1,1
55651,2,1,29.99,1,0,1,1,1
55652,4,2,196.0,0,1,0,0,1
55653,1,2,130.98,1,0,2,1,1
55654,1,6,785.19,1,1,1,1,1
55655,10,1,93.65,1,0,0,0,1
55656,1,2,147.07,0,1,0,0,1
55657,8,2,168.93,1,0,1,0,1
55658,2,6,930.36,1,0,0,1,2
55659,6,1,54.02,1,0,0,1,0
55660,1,5,741.15,0,1,1,1,2
55661,3,3,215.31,1,0,0,0,0
55662,1,1,55.58,0,1,1,1,0
55663,8,1,46.87,0,1,0,1,1
55664,10,4,375.12,0,1,2,0,2
55665,4,1,29.99,0,1,1,0,0
55666,2,2,191.33,1,0,0,0,1
55667,2,3,259.21,1,1,1,0,0
55668,8,2,113.01,0,1,1,0,0
55669,10,2,107.17,0,1,2,1,0
55670,5,4,445.93,1,1,0,0,1
55671,1,5,654.89,1,0,1,1,2
55672,4,2,109.66,1,0,1,1,0
55673,6,2,177.66,0,1,1,1,0
55674,3,5,669.06,1,0,0,1,1
55675,10,1,29.99,0,1,0,0,0
55676,1,3,256.25,0,1,1,1,1
55677,5,1,37.26,1,0,0,1,0
55678,4,1,70.14,1,0,2,1,1
55679,4,5,638.55,0,1,0,1,0
55680,2,6,892.29,0,1,1,1,0
55681,9,3,281.03,1,0,2,0,0
55682,10,1,29.99,0,1,1,0,1
55683,7,1,29.99,0,1,0,1,0
55684,10,4,407.85,1,0,1,0,1
55685,9,1,29.99,1,0,2,1,0
55686,6,1,29.99,1,0,1,0,1
55687,12,2,131.95,1,0,0,0,0
55688,11,3,312.22,1,0,0,0,0
55689,4,1,47.48,0,1,0,1,0
55690,8,3,277.02,1,0,0,0,1
55691,5,1,29.99,0,1,0,1,0
55692,4,3,216.25,1,1,1,1,0
55693,11,2,185.66,0,1,1,1,1
55694,2,5,554.6,1,0,2,1,0
55695,3,3,316.69,0,1,1,1,2
55696,3,2,103.63,1,0,1,0,0
55697,3,7,1311.49,1,1,2,1,1
55698,11,1,96.53,1,0,0,1,1
55699,3,1,37.02,1,0,0,1,0
55700,10,1,29.99,1,0,0,1,0
55701,7,2,155.18,0,1,2,0,1
55702,4,2,140.92,0,1,0,1,0
55703,9,4,399.22,1,0,1,0,0
55704,2,3,255.12,0,1,0,0,0
55705,9,3,280.01,1,0,1,0,2
55706,8,1,68.5,1,0,1,0,0
55707,1,3,226.17,0,1,2,0,1
55708,12,1,29.99,1,0,0,1,1
55709,8,5,563.34,0,1,1,1,0
55710,2,1,73.89,1,0,1,1,1
55711,10,1,94.0,1,0,1,1,1
55712,5,1,79.29,0,1,1,1,1
55713,9,2,122.37,1,0,0,1,1
55714,7,1,29.99,0,1,2,0,0
55715,2,4,494.87,0,1,1,0,0
55716,4,6,966.12,1,1,1,1,2
55717,7,3,202.02,1,0,1,0,1
55718,10,3,294.97,1,1,1,0,0
55719,5,2,112.55,0,1,1,0,0
55720,12,1,29.99,1,0,1,0,0
55721,10,1,91.1,1,0,0,1,0
55722,4,1,33.63,0,1,0,1,0
55723,2,2,162.65,0,1,2,0,0
55724,5,2,164.2,1,0,0,1,0
55725,6,3,337.67,1,0,0,0,0
55726,10,1,38.05,0,1,1,1,0
55727,5,3,208.11,1,0,1,0,0
55728,1,5,526.99,0,1,0,1,2
55729,7,1,29.99,1,0,1,0,1
55730,11,2,179.0,0,1,0,0,0
55731,10,2,172.48,1,0,2,0,0
55732,7,1,93.33,1,0,0,0,0
55733,4,3,336.7,1,0,0,0,0
55734,5,4,480.52,0,1,1,1,2
55735,6,5,737.15,1,0,0,1,2
55736,3,2,133.98,0,1,1,0,0
55737,9,1,29.99,1,0,1,1,1
55738,1,3,349.96,0,1,1,0,1
55739,2,2,125.61,0,1,1,0,1
55740,4,1,68.35,1,0,1,1,0
55741,8,2,164.29,0,1,0,1,1
55742,7,1,43.13,0,1,0,1,0
55743,2,6,894.88,0,1,1,1,0
55744,1,2,173.28,0,1,1,0,1
55745,3,1,29.99,1,0,1,0,1
55746,6,1,89.9,0,1,1,0,1
55747,1,5,543.16,1,0,1,1,2
55748,8,2,114.29,0,1,2,1,0
55749,4,2,131.87,0,1,1,0,0
55750,4,5,647.92,0,1,1,1,1
55751,11,7,1011.34,0,1,1,1,1
55752,10,4,401.04,0,1,1,0,2
55753,7,4,415.36,0,1,2,0,1
55754,1,3,305.23,1,0,0,1,1
55755,5,1,82.87,1,0,1,1,1
55756,10,1,29.99,0,1,1,1,1
55757,3,2,141.37,0,1,0,1,0
55758,2,2,107.98,0,1,0,0,0
55759,3,3,308.88,0,1,0,0,1
55760,4,2,116.02,1,0,2,0,0
55761,4,3,224.11,1,0,1,0,0
55762,5,6,883.02,1,1,1,1,2
55763,11,1,61.34,0,1,0,1,0
55764,1,1,29.99,1,0,0,0,0
55765,8,3,235.28,1,1,1,0,0
55766,10,3,301.83,0,1,1,0,0
55767,10,2,147.95,1,0,0,1,1
55768,9,1,77.43,1,0,1,0,0
55769,9,1,44.72,1,0,0,1,0
55770,3,1,29.99,0,1,0,0,1
55771,7,1,45.39,1,0,0,1,0
55772,2,4,481.52,1,0,1,0,1
55773,10,1,68.28,1,0,1,0,0
55774,2,4,376.46,1,1,1,0,1
55775,3,1,54.29,0,1,1,0,0
55776,1,4,401.73,1,0,0,0,1
55777,3,4,350.75,1,1,2,0,0
55778,11,3,283.36,0,1,0,0,1
55779,8,3,215.83,1,0,1,0,1
55780,2,1,29.99,1,0,2,0,0
55781,1,1,80.76,0,1,1,0,1
55782,11,1,29.99,0,1,0,1,0
55783,10,1,96.89,0,1,0,1,1
55784,5,2,126.14,0,1,2,0,0
55785,10,2,136.7,0,1,0,0,1
55786,12,1,29.99,0,1,1,1,0
55787,10,1,31.3,1,0,1,0,1
55788,10,3,342.36,0,1,1,0,1
55789,9,2,109.89,1,0,0,1,1
55790,8,2,136.86,1,0,0,0,0
55791,10,2,149.57,0,1,2,0,0
55792,4,5,670.31,1,0,1,1,0
55793,5,4,463.4,1,0,0,0,2
55794,5,2,181.89,0,1,1,0,0
55795,4,1,92.74,0,1,2,0,1
55796,12,4,421.94,1,0,1,0,2
55797,5,2,136.66,0,1,0,0,1
55798,2,1,72.08,1,0,1,0,1
55799,1,4,411.24,1,1,2,1,2
55800,9,5,657.42,0,1,2,1,0
55801,8,2,145.92,0,1,1,1,0
55802,9,3,236.38,1,0,1,1,0
55803,7,1,98.1,0,1,2,0,1
55804,4,1,29.99,1,0,0,0,1
55805,10,2,137.95,0,1,1,0,1
55806,4,3,249.0,0,1,2,0,2
55807,10,1,29.99,1,0,0,0,0
55808,2,4,371.46,1,1,1,1,2
55809,7,4,426.89,1,0,1,0,1
55810,10,5,723.63,1,1,0,1,0
55811,1,7,1431.18,0,1,0,1,2
55812,10,1,80.01,0,1,1,1,0
55813,2,2,120.7,0,1,1,0,0
55814,2,1,58.26,1,0,0,1,0
55815,8,2,128.47,1,0,0,0,1
55816,5,2,152.58,0,1,0,1,1
55817,1,3,255.14,1,0,1,0,0
55818,3,1,29.99,0,1,2,0,1
55819,1,2,110.43,0,1,1,0,1
55820,10,1,44.46,1,0,2,0,0
55821,6,1,64.26,0,1,0,0,0
55822,1,1,36.06,1,0,1,1,0
55823,6,2,126.27,1,0,0,1,0
55824,10,1,29.99,0,1,1,0,1
55825,6,2,175.95,1,0,0,0,1
55826,12,1,29.99,1,0,1,0,0
55827,7,3,333.17,0,1,1,0,2
55828,3,4,354.0,1,0,1,0,0
55829,1,5,683.14,0,1,1,1,2
55830,3,7,1098.1,1,1,0,1,2
55831,10,1,29.99,1,0,1,1,1
55832,5,2,193.18,0,1,0,0,1
55833,10,2,141.9,1,0,1,0,0
55834,10,2,121.75,0,1,1,1,1
55835,4,1,85.21,1,0,0,1,0
55836,10,2,110.27,0,1,2,1,1
55837,4,3,322.5,0,1,2,0,1
55838,10,4,447.2,1,0,1,1,2
55839,12,2,152.52,0,1,2,1,1
55840,1,1,29.99,0,1,1,0,0
55841,7,2,159.08,0,1,1,1,1
55842,2,2,199.47,1,0,2,1,1
55843,2,1,29.99,0,1,2,1,1
55844,5,3,270.78,1,0,1,0,0
55845,1,3,249.61,1,0,0,0,1
55846,10,2,173.28,0,1,0,0,1
55847,10,3,200.61,1,0,2,0,2
55848,12,3,203.01,0,1,1,0,0
55849,7,1,31.88,0,1,1,0,0
55850,11,1,33.74,0,1,1,0,1
55851,9,1,88.18,0,1,1,1,0
55852,6,1,76.37,1,0,1,0,0
55853,5,3,329.69,1,1,1,1,1
55854,2,3,333.13,1,0,1,1,1
55855,1,2,122.89,0,1,1,0,1
55856,8,4,370.09,1,0,0,1,0
55857,4,1,29.99,0,1,0,0,1
55858,9,2,195.04,0,1,0,0,0
55859,1,3,303.66,1,0,0,0,2
55860,3,3,280.55,1,0,2,0,0
55861,2,1,29.99,1,0,1,1,1
55862,8,2,117.09,0,1,1,0,1
55863,5,3,278.04,1,0,0,0,1
55864,3,1,76.01,0,1,0,1,0
55865,12,1,48.16,0,1,0,1,1
55866,3,1,29.99,1,0,1,0,0
55867,5,3,332.71,0,1,0,1,1
55868,1,1,29.99,0,1,0,1,1
55869,6,4,462.65,0,1,0,0,0
55870,11,1,29.99,1,0,1,1,1
55871,4,5,526.59,0,1,1,1,0
55872,2,5,713.37,1,0,1,1,2
55873,9,2,133.62,1,0,0,1,0
55874,6,2,161.3,1,0,0,1,0
55875,6,3,259.77,0,1,1,1,1
55876,7,1,96.63,1,0,0,0,0
55877,12,3,315.02,1,0,1,0,2
55878,2,3,215.16,1,1,2,1,0
55879,11,1,64.94,1,0,0,1,0
55880,5,3,329.43,0,1,2,0,1
55881,12,6,825.36,0,1,0,1,2
55882,4,3,308.47,0,1,0,1,2
55883,7,2,170.77,0,1,1,0,1
55884,8,1,49.34,0,1,0,0,0
55885,10,1,29.99,0,1,0,0,0
55886,5,1,49.5,0,1,0,1,1
55887,2,2,199.79,1,0,1,1,0
55888,12,1,72.01,0,1,0,0,0
