id,recency,history_segment,history,mens,womens,region,newbie,channel,treatment,conversion
4421,9,4,366.81,0,1,0,1,1,0,0
4422,4,1,29.99,0,1,2,1,0,2,0
4423,10,1,76.24,0,1,1,0,1,0,0
4424,8,3,207.3,1,1,1,0,2,1,0
4425,7,2,161.22,1,0,0,0,1,1,0
4426,7,2,185.2,0,1,1,0,1,1,0
4427,4,6,777.74,1,0,2,1,2,1,0
4428,10,2,138.04,1,0,1,0,0,2,0
4429,10,1,58.89,0,1,2,1,1,0,0
4430,3,3,285.42,1,1,2,0,1,0,0
4431,8,1,40.74,0,1,1,1,1,0,0
4432,10,2,100.02,0,1,2,0,1,1,0
4433,5,3,325.14,0,1,0,0,0,2,0
4434,2,5,535.41,0,1,0,1,2,1,0
4435,10,1,57.87,1,0,1,1,1,1,0
4436,1,3,228.8,0,1,1,0,2,1,0
4437,11,5,578.89,0,1,0,1,2,1,0
4438,1,6,814.76,1,0,2,1,2,0,0
4439,1,7,1214.36,1,1,1,1,2,0,0
4440,9,3,256.82,0,1,0,0,1,1,0
4441,10,1,49.82,1,0,0,1,0,2,0
4442,2,4,439.5,1,1,1,0,0,0,0
4443,1,5,506.59,1,1,1,1,0,2,0
4444,8,3,279.76,1,1,1,1,2,2,0
4445,2,5,597.68,1,0,1,1,2,2,0
4446,1,5,502.22,0,1,2,1,1,1,0
4447,2,2,103.37,1,0,0,0,1,2,0
4448,11,3,343.99,0,1,1,0,1,2,0
4449,2,2,131.68,1,0,0,0,0,2,0
4450,2,1,88.97,0,1,1,1,1,1,0
4451,12,1,29.99,0,1,1,1,0,2,1
4452,9,1,98.84,0,1,2,0,1,2,0
4453,10,1,29.99,1,0,2,0,0,2,0
4454,10,1,58.4,1,0,1,0,0,1,0
4455,10,3,295.64,0,1,0,1,1,0,0
4456,4,1,93.02,0,1,0,0,1,2,0
4457,12,3,218.78,1,0,0,1,1,0,0
4458,2,2,102.69,0,1,0,0,1,1,0
4459,2,1,29.99,1,0,1,1,1,1,0
4460,5,2,111.99,0,1,0,0,0,2,0
4461,1,6,993.0,1,1,1,1,2,2,0
4462,9,4,443.89,0,1,2,0,2,2,0
4463,9,1,33.22,1,0,1,0,1,2,0
4464,10,2,162.32,1,0,0,1,0,2,0
4465,5,3,217.94,1,0,2,1,2,1,0
4466,12,2,160.09,0,1,2,1,1,2,0
4467,1,2,185.83,0,1,2,1,1,2,0
4468,12,1,39.76,0,1,1,1,1,1,0
4469,12,1,97.13,1,0,1,1,1,1,0
4470,1,1,29.99,0,1,1,1,1,2,0
4471,10,4,466.25,0,1,0,0,1,0,0
4472,2,1,53.75,1,0,1,0,0,0,0
4473,5,2,160.22,1,0,2,1,1,1,0
4474,5,2,131.39,1,0,1,1,1,0,0
4475,2,4,356.81,1,0,1,1,2,0,0
4476,9,1,94.1,1,0,1,0,0,0,0
4477,1,4,390.33,1,1,2,0,1,1,0
4478,10,1,29.99,1,0,1,0,1,0,0
4479,1,1,61.53,0,1,0,0,1,2,0
4480,3,4,425.4,1,0,2,0,1,0,0
4481,4,3,219.65,1,1,1,0,1,1,0
4482,3,1,37.49,1,0,1,1,1,0,0
4483,9,6,810.42,1,0,1,1,0,0,0
4484,6,1,99.41,0,1,1,0,1,2,0
4485,5,3,349.25,1,0,1,0,1,2,0
4486,1,2,101.44,0,1,1,0,1,0,0
4487,1,3,251.33,0,1,1,1,2,1,0
4488,2,3,341.32,0,1,1,1,0,0,0
4489,2,6,879.21,1,1,2,1,1,2,0
4490,9,1,81.91,0,1,0,1,1,2,0
4491,7,1,64.76,0,1,1,1,0,1,0
4492,6,1,34.25,1,0,2,0,0,0,0
4493,6,5,684.41,1,1,2,1,2,0,0
4494,10,1,29.99,0,1,1,1,0,2,0
4495,10,3,275.05,1,0,0,0,0,0,0
4496,1,2,171.26,1,0,2,1,0,0,0
4497,7,1,65.82,1,0,2,0,1,2,0
4498,4,2,166.36,1,0,1,0,1,0,0
4499,10,1,29.99,0,1,1,0,1,2,0
4500,5,1,72.4,0,1,0,0,0,2,0
4501,5,3,261.4,1,0,1,0,0,2,0
4502,4,3,229.51,1,0,0,1,2,2,0
4503,3,2,143.46,0,1,1,1,1,1,0
4504,6,4,380.51,1,1,1,1,0,0,0
4505,8,2,125.74,1,0,1,1,0,2,0
4506,11,5,568.56,1,1,0,1,2,2,0
4507,7,3,289.48,1,0,1,0,1,1,0
4508,1,5,623.44,0,1,0,1,1,0,0
4509,3,4,496.6,0,1,2,1,0,1,0
4510,2,3,285.4,0,1,1,0,0,1,0
4511,1,2,122.07,1,0,1,1,1,0,0
4512,3,1,86.73,0,1,0,1,0,0,0
4513,5,2,134.29,1,0,1,0,1,1,0
4514,7,4,384.97,1,1,0,1,0,1,0
4515,10,2,153.65,0,1,0,1,0,0,0
4516,1,1,29.99,0,1,1,1,0,1,0
4517,2,2,177.02,1,0,0,1,0,2,0
4518,10,4,417.27,0,1,0,0,2,0,0
4519,8,2,198.14,1,0,1,0,1,1,0
4520,4,2,110.35,1,0,2,0,0,0,0
4521,9,3,234.5,1,0,0,0,1,0,0
4522,7,2,102.5,0,1,0,1,1,1,0
4523,6,2,128.51,0,1,1,0,1,2,0
4524,4,5,711.91,1,0,1,1,1,0,0
4525,7,3,239.2,1,0,0,0,1,2,0
4526,2,3,297.81,0,1,0,0,0,2,0
4527,1,3,284.82,1,0,1,0,2,2,0
4528,9,3,312.41,1,1,0,1,1,2,0
4529,4,4,482.07,0,1,1,0,2,1,0
4530,6,3,259.45,0,1,0,0,1,0,0
4531,1,4,452.07,0,1,0,0,0,1,0
4532,3,1,29.99,0,1,1,1,0,2,0
4533,6,3,289.08,1,1,0,0,0,2,0
4534,12,2,186.63,1,0,1,0,0,1,0
4535,3,4,455.67,0,1,1,0,1,0,0
4536,9,5,543.02,1,1,0,1,0,1,0
4537,2,3,247.84,1,0,1,0,1,0,0
4538,7,3,204.27,1,1,0,1,0,0,0
4539,5,1,29.99,1,0,0,0,1,2,0
4540,10,2,149.19,0,1,1,0,1,2,0
4541,7,2,170.99,0,1,0,0,1,1,0
4542,9,1,40.9,0,1,1,0,1,1,0
4543,9,1,86.45,0,1,0,0,1,1,0
4544,5,2,190.98,1,0,0,0,0,1,0
4545,10,1,32.96,1,0,2,0,0,1,0
4546,7,5,543.64,0,1,2,1,0,2,0
4547,7,5,737.41,0,1,1,1,0,0,0
4548,9,3,307.5,1,0,1,0,2,2,0
4549,9,1,62.95,1,0,2,0,0,0,0
4550,9,1,95.51,1,0,2,1,1,0,0
4551,6,1,29.99,0,1,1,0,0,2,0
4552,1,2,149.59,0,1,0,0,0,2,0
4553,11,3,235.67,1,1,0,1,0,0,0
4554,1,3,260.3,0,1,2,1,2,2,0
4555,1,3,325.37,0,1,0,0,0,0,0
4556,8,3,279.14,0,1,1,0,2,2,0
4557,3,1,29.99,1,0,1,1,1,0,0
4558,9,2,196.92,0,1,2,0,0,0,0
4559,5,3,212.17,1,1,0,0,0,1,0
4560,12,1,40.85,1,0,0,0,1,1,0
4561,2,3,244.42,0,1,0,0,2,1,0
4562,7,4,455.57,0,1,2,1,0,1,0
4563,6,3,272.07,1,0,0,1,1,2,0
4564,1,6,982.77,1,1,1,1,0,1,0
4565,11,1,40.61,0,1,1,1,0,2,0
4566,11,4,380.33,1,0,1,0,1,0,0
4567,4,1,29.99,0,1,0,1,0,1,0
4568,9,2,190.66,1,0,1,0,1,0,0
4569,10,1,29.99,0,1,0,1,1,0,0
4570,9,1,29.99,0,1,1,1,0,0,0
4571,12,1,29.99,1,0,1,1,0,1,0
4572,3,1,44.11,0,1,1,1,1,1,0
4573,3,3,310.24,0,1,1,1,1,1,0
4574,9,5,522.53,1,0,1,1,2,1,0
4575,3,1,29.99,1,0,0,0,0,1,0
4576,3,2,138.47,0,1,0,0,0,2,0
4577,2,3,221.78,0,1,1,1,2,2,0
4578,12,1,52.04,1,0,0,1,0,1,0
4579,1,2,172.4,0,1,0,1,0,0,0
4580,1,3,336.05,0,1,1,1,0,2,0
4581,6,1,54.65,1,0,0,0,0,0,0
4582,5,3,342.86,1,0,2,0,0,2,0
4583,7,2,191.73,0,1,0,1,0,1,0
4584,7,3,301.96,1,0,2,1,1,2,0
4585,4,3,233.03,1,0,0,1,0,1,0
4586,7,3,333.03,1,0,0,1,0,2,0
4587,6,1,47.6,0,1,0,1,0,2,0
4588,1,4,426.7,0,1,1,1,0,2,0
4589,9,2,153.7,0,1,1,1,0,0,0
4590,2,1,71.31,1,0,0,0,0,0,0
4591,11,2,111.6,0,1,1,1,0,1,0
4592,9,4,384.12,1,0,0,0,0,0,0
4593,10,4,497.78,1,0,2,0,1,1,0
4594,4,2,186.97,1,0,0,1,0,0,0
4595,3,2,102.53,0,1,0,0,0,1,0
4596,1,3,244.38,1,0,1,0,1,0,0
4597,2,2,138.96,0,1,0,1,1,1,0
4598,8,1,72.6,1,0,1,1,0,0,0
4599,7,7,2816.01,0,1,1,1,0,2,0
4600,1,3,291.69,1,0,1,1,0,0,0
4601,9,5,609.0,1,0,0,1,0,2,0
4602,3,1,29.99,1,0,0,1,0,1,0
4603,4,2,195.12,0,1,1,0,1,1,0
4604,5,2,146.98,0,1,1,1,0,0,0
4605,7,3,274.52,0,1,1,0,2,2,0
4606,5,4,467.83,1,1,1,0,0,0,0
4607,2,1,29.99,1,0,1,1,1,2,0
4608,3,2,196.59,1,0,0,0,1,1,0
4609,2,5,633.04,1,0,0,1,0,1,0
4610,10,2,175.65,0,1,1,0,0,2,0
4611,9,2,179.51,1,0,0,0,0,0,0
4612,12,3,326.62,1,0,2,0,2,2,0
4613,2,2,106.32,1,0,0,0,0,2,0
4614,12,1,29.99,0,1,1,0,0,1,0
4615,10,3,259.17,0,1,0,1,1,2,0
4616,5,1,29.99,0,1,2,1,0,2,0
4617,11,2,135.79,1,0,0,0,1,1,0
4618,7,1,40.64,1,0,1,0,0,0,0
4619,9,5,615.07,1,1,0,1,1,1,0
4620,1,5,573.14,0,1,1,1,0,2,1
4621,1,4,474.35,1,0,2,0,2,0,0
4622,1,1,76.05,1,0,1,1,1,2,0
4623,12,1,59.39,1,0,1,1,1,2,0
4624,10,2,110.47,1,0,0,0,1,0,0
4625,4,1,83.73,1,0,0,0,0,2,0
4626,7,2,124.95,0,1,0,0,1,0,0
4627,5,3,324.89,0,1,1,1,1,2,0
4628,9,1,47.87,0,1,1,1,1,1,0
4629,10,2,137.71,1,0,1,0,0,2,0
4630,3,3,321.79,1,1,0,1,1,2,0
4631,7,1,29.99,0,1,2,1,0,0,0
4632,4,1,91.55,0,1,1,0,0,0,0
4633,6,4,439.53,1,1,1,0,2,1,0
4634,8,2,172.11,0,1,2,0,0,2,0
4635,4,1,38.68,1,0,1,0,1,1,0
4636,11,3,325.37,1,0,1,0,1,0,0
4637,1,2,144.61,0,1,1,0,0,1,0
4638,8,1,80.99,1,0,1,0,1,2,0
4639,9,2,133.18,1,0,1,1,0,2,0
4640,5,2,168.94,1,0,1,1,0,0,0
4641,7,5,582.74,1,1,0,1,2,1,0
4642,1,1,70.76,0,1,0,0,0,2,0
4643,8,2,192.54,0,1,1,1,1,2,0
4644,4,5,652.85,1,1,0,1,2,2,0
4645,2,5,516.48,1,0,2,1,0,1,0
4646,3,3,337.19,1,0,1,0,0,2,0
4647,10,1,29.99,1,0,1,1,1,1,0
4648,5,1,42.79,1,0,0,0,0,1,0
4649,10,1,29.99,1,0,2,0,0,1,0
4650,5,5,646.58,1,1,2,1,1,1,0
4651,2,7,1049.77,0,1,0,1,0,2,0
4652,10,3,256.52,1,0,1,0,0,1,0
4653,4,4,381.87,1,1,1,1,2,1,0
4654,6,1,48.5,0,1,1,0,0,0,0
4655,6,1,29.99,1,0,1,1,1,1,0
4656,3,3,251.76,0,1,1,0,1,1,0
4657,5,2,121.31,0,1,1,0,1,1,0
4658,11,1,89.83,0,1,0,0,1,1,0
4659,2,1,29.99,1,0,1,0,1,1,0
4660,3,1,29.99,1,0,2,1,0,2,0
4661,9,1,48.98,0,1,0,1,1,1,0
4662,9,1,63.38,1,0,0,1,0,1,0
4663,6,2,155.51,0,1,0,0,0,2,0
4664,6,5,507.05,1,0,0,1,0,2,0
4665,10,1,29.99,1,0,0,1,1,0,0
4666,6,3,317.85,1,1,0,0,1,0,0
4667,4,1,59.56,0,1,1,0,1,2,0
4668,9,1,64.71,0,1,1,0,1,1,0
4669,3,4,414.64,1,0,0,1,1,1,0
4670,8,1,29.99,0,1,1,1,0,1,0
4671,9,1,29.99,0,1,2,0,0,1,0
4672,3,1,29.99,1,0,2,1,1,1,0
4673,2,1,56.86,1,0,0,1,1,1,0
4674,8,2,152.55,0,1,0,0,1,2,0
4675,9,3,237.02,1,0,1,0,0,1,0
4676,3,4,444.63,1,1,1,0,1,1,0
4677,2,7,1093.92,1,1,1,1,0,0,0
4678,9,2,124.85,1,0,1,1,0,1,0
4679,3,3,334.96,1,0,2,0,1,1,0
4680,2,6,766.77,0,1,0,1,1,2,0
4681,6,4,368.69,1,1,0,0,0,2,0
4682,10,1,60.45,0,1,1,0,1,0,0
4683,10,1,29.99,0,1,1,0,0,1,0
4684,4,2,194.82,1,0,1,0,1,0,0
4685,4,4,457.0,0,1,1,0,1,2,0
4686,10,4,492.02,1,0,1,1,0,2,0
4687,1,7,1378.28,1,0,0,1,2,2,0
4688,2,5,519.21,0,1,1,1,2,2,0
4689,12,3,219.9,1,1,1,0,0,1,0
4690,2,1,50.71,0,1,0,0,0,0,0
4691,3,5,599.73,0,1,0,1,0,0,0
4692,1,1,87.81,1,0,1,0,1,1,0
4693,1,2,153.78,0,1,0,0,0,2,0
4694,1,1,29.99,0,1,1,0,1,2,0
4695,1,2,169.95,0,1,1,0,0,1,0
4696,5,1,29.99,1,0,1,1,1,2,0
4697,7,2,143.72,0,1,2,0,1,0,0
4698,12,4,457.63,0,1,0,1,2,2,0
4699,3,1,29.99,0,1,0,1,1,0,0
4700,2,1,78.8,0,1,1,1,1,2,0
4701,9,5,696.43,1,0,1,1,2,2,0
4702,5,1,76.27,1,0,2,0,0,0,0
4703,4,6,755.91,0,1,1,1,1,2,0
4704,12,3,213.65,1,0,2,0,1,0,0
4705,9,2,123.17,0,1,0,1,0,2,0
4706,9,1,29.99,1,0,1,1,1,1,0
4707,4,1,62.21,0,1,0,0,1,2,0
4708,10,2,187.33,0,1,0,0,1,1,0
4709,4,1,85.79,1,0,1,0,1,2,0
4710,2,1,33.45,0,1,1,1,1,2,0
4711,6,1,29.99,0,1,0,0,0,1,0
4712,3,7,1074.9,1,1,0,1,2,2,0
4713,2,4,362.74,0,1,2,0,2,2,0
4714,5,1,29.99,1,0,1,0,0,2,0
4715,10,1,29.99,1,0,2,0,0,0,0
4716,3,1,43.51,1,0,1,1,1,1,0
4717,8,6,785.81,1,1,2,1,2,1,0
4718,9,2,115.96,0,1,0,1,1,2,0
4719,2,1,29.99,1,0,1,1,0,2,0
4720,12,1,55.69,1,0,0,0,0,1,0
4721,5,1,49.28,0,1,0,0,0,2,0
4722,4,3,288.41,1,1,1,0,0,2,0
4723,10,1,29.99,1,0,1,1,0,0,0
4724,4,3,225.17,1,1,1,1,1,1,0
4725,1,1,65.37,1,0,0,1,0,1,0
4726,10,1,29.99,1,0,1,0,0,2,0
4727,8,1,37.3,1,0,1,1,0,1,0
4728,8,1,47.03,0,1,0,1,0,0,0
4729,6,3,258.69,0,1,0,0,1,2,0
4730,1,1,71.61,0,1,1,0,0,2,0
4731,1,4,433.0,0,1,1,0,0,2,0
4732,4,3,300.15,1,0,0,0,0,0,0
4733,6,1,87.59,1,0,1,1,1,0,0
4734,9,2,189.23,0,1,1,0,0,1,0
4735,6,1,29.99,0,1,1,0,1,2,0
4736,3,5,719.13,1,1,0,1,1,0,0
4737,1,1,74.38,1,0,0,0,0,0,0
4738,2,5,712.47,1,1,1,1,0,0,0
4739,1,2,161.72,0,1,1,0,1,2,0
4740,3,2,184.03,1,0,0,0,0,0,0
4741,2,2,195.3,0,1,2,0,1,2,0
4742,1,5,690.09,0,1,0,1,1,2,0
4743,12,2,116.85,1,0,0,1,1,2,0
4744,3,3,267.76,1,1,0,1,0,0,0
4745,12,1,66.93,0,1,1,1,0,1,0
4746,10,2,153.5,1,0,1,0,0,2,0
4747,5,7,1617.69,1,0,0,1,1,1,0
4748,9,1,64.51,0,1,0,1,0,1,0
4749,1,4,444.66,1,1,1,1,0,1,0
4750,9,1,62.06,1,0,0,0,1,0,0
4751,1,7,1158.74,0,1,0,1,0,0,0
4752,1,4,463.55,0,1,0,0,2,1,0
4753,10,4,428.14,1,1,1,1,2,2,0
4754,10,1,30.53,1,0,1,0,1,0,0
4755,6,4,494.8,1,1,0,0,2,2,0
4756,11,1,29.99,0,1,0,1,0,2,0
4757,2,1,29.99,1,0,0,1,0,2,0
4758,7,1,64.39,0,1,1,0,0,1,0
4759,1,7,2126.23,0,1,1,1,2,0,0
4760,6,1,75.47,1,0,1,0,1,1,0
4761,1,2,174.21,0,1,2,0,0,1,0
4762,7,2,194.81,1,0,1,0,1,0,0
4763,1,1,50.43,0,1,0,0,1,2,0
4764,1,5,720.22,0,1,0,1,0,1,0
4765,1,2,189.3,0,1,0,0,1,1,0
4766,4,1,84.71,1,0,1,0,0,0,0
4767,4,4,444.07,0,1,1,0,0,0,0
4768,3,1,90.34,0,1,1,0,0,2,0
4769,12,2,143.56,1,0,1,1,1,2,0
4770,1,7,1085.12,1,1,1,1,1,1,0
4771,8,3,297.88,1,0,1,0,0,0,0
4772,2,4,373.85,0,1,1,0,0,1,0
4773,2,1,29.99,1,0,0,1,1,0,0
4774,1,2,110.45,0,1,0,0,1,0,0
4775,7,1,29.99,0,1,0,0,1,0,0
4776,5,1,88.47,0,1,0,1,0,0,0
4777,1,5,515.08,0,1,0,1,2,1,0
4778,1,1,29.99,0,1,0,0,1,2,0
4779,2,7,1006.43,0,1,0,1,2,1,0
4780,8,5,504.01,0,1,1,1,2,1,0
4781,4,2,110.43,1,0,2,0,0,2,0
4782,1,4,434.2,1,0,0,1,2,2,0
4783,1,1,29.99,1,0,1,1,0,1,0
4784,3,3,220.76,1,0,0,1,1,2,0
4785,3,3,235.69,1,0,2,0,0,0,0
4786,3,2,128.11,0,1,1,0,0,1,0
4787,10,4,463.27,1,0,2,0,2,2,0
4788,6,2,146.28,0,1,1,1,1,2,0
4789,5,1,57.25,1,0,1,1,0,2,0
4790,9,2,106.43,1,0,1,1,0,1,0
4791,1,4,401.78,0,1,2,0,0,0,0
4792,9,1,71.91,1,0,1,1,1,1,0
4793,5,3,320.09,0,1,0,0,1,0,0
4794,2,4,471.05,1,0,1,1,0,2,0
4795,8,3,345.57,1,0,1,1,2,1,0
4796,10,3,234.73,0,1,2,0,0,2,0
4797,6,4,406.69,1,0,0,0,0,1,0
4798,2,1,78.75,1,0,1,0,1,0,0
4799,11,1,29.99,0,1,1,1,1,0,0
4800,4,5,725.5,1,0,0,1,1,2,0
4801,11,1,98.11,0,1,1,1,1,1,0
4802,10,1,30.17,0,1,1,0,0,2,0
4803,10,5,588.2,0,1,0,1,0,0,0
4804,1,1,58.83,0,1,0,1,1,2,0
4805,1,5,623.78,0,1,1,1,2,1,0
4806,5,4,390.09,1,1,0,1,2,2,0
4807,12,1,66.1,1,0,1,1,0,1,0
4808,1,4,480.21,0,1,1,0,2,2,0
4809,12,1,43.22,0,1,0,1,0,1,0
4810,1,1,39.87,1,0,2,1,1,1,0
4811,1,5,548.0,0,1,1,1,1,2,1
4812,1,3,261.16,0,1,1,0,0,0,0
4813,2,3,305.27,1,1,0,0,1,1,0
4814,10,2,199.01,1,0,1,0,1,0,0
4815,2,1,56.03,0,1,1,0,1,0,0
4816,7,5,621.88,1,1,1,1,1,2,0
4817,11,1,29.99,0,1,0,0,0,0,0
4818,7,3,330.35,0,1,1,1,0,1,0
4819,9,1,91.37,1,0,1,1,1,2,0
4820,6,2,151.33,0,1,2,1,0,1,0
4821,4,3,316.1,1,0,0,0,1,2,0
4822,9,3,261.46,0,1,1,0,1,1,0
4823,10,1,76.63,0,1,0,1,0,0,0
4824,5,1,53.26,0,1,2,0,0,1,0
4825,8,1,45.41,1,0,1,1,0,1,0
4826,11,3,277.07,0,1,1,1,0,2,0
4827,9,1,56.01,1,0,1,1,0,0,0
4828,4,3,239.92,0,1,0,1,1,0,0
4829,10,2,139.72,0,1,2,0,0,2,0
4830,9,3,225.14,0,1,1,0,0,0,0
4831,12,4,388.82,1,1,1,1,2,1,0
4832,9,1,74.07,0,1,1,0,0,2,0
4833,4,4,452.84,1,1,2,0,2,1,0
4834,2,1,30.38,1,0,0,1,1,1,0
4835,3,3,349.47,0,1,0,0,1,2,0
4836,11,1,52.42,0,1,2,0,0,2,0
4837,1,4,424.78,1,0,1,0,2,1,0
4838,7,1,30.7,0,1,0,1,1,1,0
4839,1,2,141.54,0,1,0,1,1,2,0
4840,7,2,135.12,1,0,1,1,1,2,0
4841,1,1,30.25,0,1,1,0,1,0,0
4842,1,3,317.5,0,1,1,0,0,0,0
4843,10,3,263.65,1,1,1,0,2,0,0
4844,2,1,88.0,1,0,0,1,1,2,0
4845,2,7,1673.89,1,0,1,1,0,2,0
4846,4,4,437.52,1,0,1,1,0,2,0
4847,2,1,48.72,0,1,2,1,0,0,0
4848,4,2,126.1,0,1,0,0,1,1,0
4849,1,1,35.64,0,1,1,0,1,2,0
4850,10,2,114.13,0,1,1,1,0,1,0
4851,1,5,569.76,1,0,1,1,2,0,0
4852,8,3,257.81,0,1,1,0,0,1,0
4853,6,2,164.32,0,1,2,1,1,2,0
4854,6,1,29.99,1,0,1,0,0,2,0
4855,9,1,34.21,0,1,2,0,0,0,0
4856,4,3,268.8,0,1,0,1,2,1,0
4857,6,1,29.99,0,1,1,0,1,0,0
4858,11,1,52.43,0,1,0,0,1,2,0
4859,1,2,196.92,0,1,0,1,0,2,0
4860,4,1,81.35,0,1,1,1,1,1,0
4861,3,1,29.99,0,1,1,1,1,2,0
4862,3,4,401.41,1,1,1,0,2,1,0
4863,10,1,29.99,1,0,2,0,1,1,0
4864,1,6,752.96,0,1,0,1,2,2,0
4865,6,4,419.57,1,1,0,0,0,2,0
4866,10,1,29.99,1,0,1,1,0,0,0
4867,1,4,435.32,1,0,1,0,0,0,0
4868,11,1,29.99,1,0,1,1,1,2,0
4869,5,3,245.95,1,1,2,1,0,0,0
4870,2,4,495.54,1,1,0,0,2,2,0
4871,7,2,198.12,0,1,0,0,1,0,0
4872,2,1,98.27,1,0,1,0,1,1,0
4873,9,1,72.97,1,0,1,0,0,1,0
4874,5,2,103.74,0,1,1,1,0,2,0
4875,3,1,45.95,1,0,0,0,0,0,0
4876,1,1,49.48,1,0,0,0,0,2,0
4877,10,1,29.99,1,0,0,0,0,1,0
4878,3,2,175.14,1,0,1,1,0,2,0
4879,8,4,369.95,0,1,1,0,0,2,0
4880,1,2,123.71,0,1,0,0,0,1,0
4881,1,3,203.39,0,1,0,0,0,0,0
4882,9,1,80.12,0,1,0,1,0,0,0
4883,6,3,326.14,1,0,1,0,0,2,0
4884,7,1,53.28,1,0,0,1,0,0,0
4885,9,2,108.81,0,1,2,0,0,0,0
4886,9,1,98.49,1,0,0,1,1,2,0
4887,2,3,203.42,0,1,0,1,1,1,0
4888,9,4,405.08,1,0,1,0,2,1,0
4889,9,1,29.99,1,0,1,0,1,2,0
4890,8,2,170.1,1,0,0,1,0,1,0
4891,6,5,557.07,0,1,1,1,0,0,0
4892,8,3,331.17,1,0,1,0,0,2,0
4893,9,4,471.83,1,1,0,0,2,0,0
4894,1,1,29.99,0,1,1,1,1,0,0
4895,2,7,2181.34,1,1,1,1,1,1,0
4896,9,3,267.63,1,0,1,0,1,1,0
4897,8,2,111.77,0,1,2,0,1,1,0
4898,5,1,38.21,0,1,1,1,1,2,0
4899,3,1,50.73,1,0,0,1,0,1,0
4900,1,2,100.07,1,0,1,1,0,1,0
4901,9,1,35.02,1,0,1,0,0,0,0
4902,10,1,29.99,0,1,1,1,1,2,0
4903,10,3,208.25,0,1,0,1,2,2,0
4904,11,2,150.92,1,0,1,0,1,2,0
4905,6,6,785.76,1,0,1,1,1,0,0
4906,9,1,74.48,0,1,1,0,1,1,0
4907,1,2,108.07,1,0,0,0,1,0,0
4908,5,2,137.48,1,0,2,0,0,2,0
4909,10,2,102.69,0,1,1,1,0,1,0
4910,7,1,39.01,0,1,0,0,0,0,0
4911,4,1,33.99,1,0,1,1,1,2,0
4912,1,2,140.44,1,0,1,1,1,0,0
4913,7,3,205.21,1,0,0,1,0,2,0
4914,9,2,130.52,1,0,1,1,1,2,0
4915,3,4,415.14,1,1,1,0,2,2,0
4916,2,1,30.39,0,1,2,1,0,1,0
4917,1,3,284.87,1,0,0,0,1,0,0
4918,10,1,79.25,0,1,0,0,0,1,0
4919,5,1,95.68,0,1,1,1,1,0,0
4920,4,1,29.99,0,1,0,0,0,2,0
4921,12,3,340.6,0,1,1,1,2,0,0
4922,2,2,199.49,0,1,0,1,1,2,0
4923,1,7,1497.66,1,0,0,1,1,1,0
4924,8,3,230.37,0,1,0,1,0,0,0
4925,4,2,167.42,1,0,2,1,0,2,0
4926,3,1,29.99,0,1,1,0,0,2,0
4927,12,1,64.62,1,0,0,1,0,0,0
4928,2,2,105.83,0,1,1,0,0,1,0
4929,2,1,29.99,1,0,1,0,1,2,0
4930,4,1,59.89,1,0,1,1,0,0,0
4931,5,4,482.36,0,1,1,0,0,1,0
4932,11,1,73.41,1,0,0,0,0,1,0
4933,2,5,654.17,0,1,2,1,1,0,0
4934,9,1,29.99,1,0,0,0,1,0,0
4935,9,3,261.77,0,1,1,0,1,0,0
4936,10,1,80.96,1,0,1,0,1,1,0
4937,7,1,69.62,0,1,0,0,0,2,0
4938,5,1,29.99,1,0,1,0,0,1,0
4939,10,3,221.54,1,0,1,0,1,2,0
4940,10,4,374.86,0,1,1,0,0,0,0
4941,7,1,43.49,0,1,1,1,1,1,0
4942,3,6,835.36,0,1,1,1,1,0,0
4943,4,6,841.16,0,1,0,1,0,1,0
4944,1,4,449.17,0,1,0,0,2,0,0
4945,7,1,73.83,0,1,0,1,1,1,0
4946,2,1,63.6,1,0,1,1,1,2,0
4947,1,1,29.99,1,0,0,1,0,1,0
4948,1,2,150.19,1,0,1,0,0,1,0
4949,7,2,169.16,0,1,2,0,0,2,0
4950,12,2,101.67,1,0,1,1,0,0,0
4951,10,3,229.4,1,0,1,1,1,0,0
4952,3,5,507.06,1,0,1,1,1,2,0
4953,6,2,127.36,0,1,0,0,0,1,0
4954,11,1,29.99,1,0,1,1,0,0,0
4955,2,2,150.18,1,0,1,1,1,1,0
4956,7,2,115.1,1,0,1,0,1,1,0
4957,12,2,175.68,0,1,0,0,1,2,0
4958,6,2,102.21,1,0,1,1,1,0,0
4959,5,1,53.41,0,1,0,1,1,2,0
4960,3,2,109.35,0,1,1,0,0,1,0
4961,1,7,1576.13,0,1,1,1,1,2,0
4962,5,3,295.81,0,1,2,0,1,0,0
4963,3,1,54.33,1,0,2,1,1,0,0
4964,9,1,64.42,0,1,1,1,1,2,0
4965,10,4,371.42,1,1,0,0,0,0,0
4966,8,1,94.25,1,0,1,0,1,1,0
4967,2,1,29.99,0,1,1,1,0,2,0
4968,9,2,199.09,1,0,1,1,1,2,0
4969,7,1,29.99,1,0,1,1,0,1,0
4970,8,2,136.76,1,0,2,0,0,0,0
4971,7,1,44.01,1,0,1,1,1,2,0
4972,5,6,877.54,0,1,1,1,0,0,0
4973,8,1,97.04,0,1,0,0,0,1,0
4974,6,3,272.87,0,1,1,0,1,1,0
4975,1,4,399.04,1,1,2,0,2,2,0
4976,5,4,474.52,1,0,1,1,2,1,0
4977,3,3,306.92,1,0,0,0,0,0,0
4978,5,2,131.62,1,0,1,0,0,0,0
